,,,,,1,2,,,,,,,,,,,3,4,,,,,,,,,,,5,6,,,,,,,,,,,7,8,,,,,,,,,,,9,10,,,,,,,,,,,11,12,,,,,,,,,,,13,14,,,,,,,,,,,15,16,,,,,,,,,,,17,18,,,,,,,,,,,19,20,,,,,,,,,,,21,22,,,,,,,,,,,23,24,,,,,,,,,,,25,26,,,,,,,,,,,27,28,,,,,,,,,,,29,30,,,,,,,,,,,31,32,,,,,,,,,,,33,34,,,,,,,,,,,35,36,,,,,,,,,,,37,38,,,,,,,,,,,39,40,,,,,,,,,,,41,42,,,,,,,,,,,43,44,,,,,,,,,,,45,46,,,,,,,,,,,47,48,,,,,,,,,,,49,50,,,,,,,,,,,51,52,,,,,,,,,,,53,54,,,,,,,,,,,55,56,,,,,,,,,,,57,58,,,,,,,,,,,59,60,,,,,,,,,
Game :,1,Id :,6751146383,1 - 2,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,3 - 4,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,5 - 6,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,7 - 8,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,9 - 10,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,11 - 12,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,13 - 14,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,15 - 16,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,17 - 18,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,19 - 20,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,21 - 22,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,23 - 24,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,25 - 26,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,27 - 28,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,29 - 30,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,31 - 32,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,33 - 34,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,35 - 36,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,37 - 38,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,39 - 40,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,41 - 42,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,43 - 44,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,45 - 46,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,47 - 48,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,49 - 50,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,51 - 52,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,53 - 54,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,55 - 56,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,57 - 58,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,59 - 60,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead
,,,,Blue Top,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,Blue Top,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Top,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,Blue Jng,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Jng,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,Blue Mid,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Mid,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,Blue Adc,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Adc,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,Blue Sup,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Blue Sup,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Blue Sup,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
,,,,Dead,FALSE,,TRUE,,FALSE,,FALSE,,TRUE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,TRUE,,,Dead,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,,Dead,FALSE,,FALSE,,FALSE,,FALSE,,FALSE,,
,,,,,1,2,,,,,,,,,,,3,4,,,,,,,,,,,5,6,,,,,,,,,,,7,8,,,,,,,,,,,9,10,,,,,,,,,,,11,12,,,,,,,,,,,13,14,,,,,,,,,,,15,16,,,,,,,,,,,17,18,,,,,,,,,,,19,20,,,,,,,,,,,21,22,,,,,,,,,,,23,24,,,,,,,,,,,25,26,,,,,,,,,,,27,28,,,,,,,,,,,29,30,,,,,,,,,,,31,32,,,,,,,,,,,33,34,,,,,,,,,,,35,36,,,,,,,,,,,37,38,,,,,,,,,,,39,40,,,,,,,,,,,41,42,,,,,,,,,,,43,44,,,,,,,,,,,45,46,,,,,,,,,,,47,48,,,,,,,,,,,49,50,,,,,,,,,,,51,52,,,,,,,,,,,53,54,,,,,,,,,,,55,56,,,,,,,,,,,57,58,,,,,,,,,,,59,60,,,,,,,,,
Game :,2,Id :,,1 - 2,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,3 - 4,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,5 - 6,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,7 - 8,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,9 - 10,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,11 - 12,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,13 - 14,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,15 - 16,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,17 - 18,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,19 - 20,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,21 - 22,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,23 - 24,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,25 - 26,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,27 - 28,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,29 - 30,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,31 - 32,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,33 - 34,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,35 - 36,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,37 - 38,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,39 - 40,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,41 - 42,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,43 - 44,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,45 - 46,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,47 - 48,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,49 - 50,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,51 - 52,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,53 - 54,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,55 - 56,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,57 - 58,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead,59 - 60,Red Top,,Red Jng,,Red Mid,,Red Adc,,Red Sup,,Dead
